method,coverage_pct,participation_pct,comm_mb_round,cumulative_energy_j,round_time_s,placement_fitness,jain_fairness,rounds_to_target
proposed_hfl,62.3,17.85,37.1324,19686524.9472,3.8854,0.4965,0.5383,
