dropout_rate,snr_degradation_db,black_chip_rate,method_a,method_b,n_pairs,statistic,p_value,mean_diff,effect_size,ci_low,ci_high,significant,metric,test,correction
0.3,0.0,0.0,mozaffari2016,proposed_hfl,16,64.0,0.860260009765625,-0.0008661053237501853,-0.058823529411764705,-0.008580780978331452,0.006611303290446881,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,fair_mab,proposed_hfl,16,65.0,0.899932861328125,-0.0007634151895730273,-0.04411764705882353,-0.00657792043807578,0.004808539704965285,False,accuracy,wilcoxon,holm
0.0,0.0,0.0,mozaffari2016,proposed_hfl,16,66.0,0.93988037109375,-0.0007347696295866707,-0.029411764705882353,-0.00695117886292884,0.0051457549945917135,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,mozaffari2016,oort,16,66.0,0.93988037109375,0.0010539474692694423,0.029411764705882353,-0.008462804635095049,0.010478723848227388,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,fedcs,hfl_no_selection,16,66.0,0.93988037109375,-0.002811958505549411,-0.029411764705882353,-0.014691523211282526,0.007403783230988795,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,hfl_no_selection,mozaffari2016,16,66.0,0.93988037109375,0.0013364465576172976,0.029411764705882353,-0.005157842651265757,0.008086850378005061,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,hfl_no_selection,mozaffari2016,16,66.0,0.93988037109375,-0.0010599406868107286,-0.029411764705882353,-0.010214338069795192,0.0074384577872872,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,oort,proposed_hfl,16,66.0,0.93988037109375,-0.0019200527930196276,-0.029411764705882353,-0.00898821813960571,0.004494888823360129,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,fedcs,oort,16,67.0,0.979949951171875,-0.0017333649984799943,0.014705882352941176,-0.010834725053257596,0.006258430359339656,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,hfl_no_selection,proposed_hfl,16,67.0,0.979949951171875,0.0010174043232401286,-0.014705882352941176,-0.005648110322788014,0.007782590514645677,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,fair_mab,proposed_hfl,16,67.0,0.979949951171875,-0.0003728082317803541,-0.014705882352941176,-0.008390487648627619,0.007953825764442894,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,hfl_no_selection,oort,16,68.0,1.0,0.0007608600190762982,0.0,-0.008160032283530823,0.009591798528401805,False,accuracy,wilcoxon,holm
