dropout_rate,snr_degradation_db,black_chip_rate,method_a,method_b,n_pairs,statistic,p_value,mean_diff,effect_size,ci_low,ci_high,significant,metric,test,correction
0.2,0.0,0.0,fedcs,mozaffari2016,16,27.0,0.033538818359375,-0.012603479596541532,-0.6029411764705882,-0.021934809454090754,-0.0027581623147788547,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,alzenad2017,fedcs,16,28.0,0.03863525390625,0.01303838296820721,0.5882352941176471,0.0030319063421995526,0.023223820506929983,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,alzenad2017,hfl_no_selection,16,28.0,0.03863525390625,0.010128913292241033,0.5882352941176471,0.0015730369166091435,0.018753084380533806,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,fedcs,proposed_hfl,16,29.0,0.0443115234375,-0.01198505972244069,-0.5735294117647058,-0.021001706018415296,-0.0026895420301735018,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,oort,proposed_hfl,16,29.0,0.0443115234375,-0.008146952742845118,-0.5735294117647058,-0.015772469841909956,0.000143997212891616,False,accuracy,wilcoxon,holm
0.0,0.0,0.0,fair_mab,proposed_hfl,16,30.0,0.0506591796875,0.004260052200456423,0.5588235294117647,0.00015388112647738878,0.008300250627720957,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,fair_mab,oort,16,30.0,0.0506591796875,0.011088780358364435,0.5588235294117647,0.0007093193866693839,0.02056658886162211,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,mozaffari2016,oort,16,31.0,0.05767822265625,0.010932627961119372,0.5441176470588235,0.0006883663677180321,0.021629008409186256,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,alzenad2017,hfl_no_selection,16,32.0,0.065399169921875,0.006347386551501279,0.5294117647058824,-0.0003510043981336027,0.01271486569312869,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,fedcs,hfl_no_selection,16,32.0,0.065399169921875,-0.011381432202289557,-0.5294117647058824,-0.023104759948721774,-0.00039915272551697707,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,mozaffari2016,proposed_hfl,16,33.0,0.07391357421875,0.005497935114559135,0.5147058823529411,0.0006611762494004081,0.010393592226247377,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,alzenad2017,oort,16,33.0,0.07391357421875,0.009200275988611638,0.5147058823529411,0.0006787727857647575,0.01762754299959796,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,hfl_no_selection,proposed_hfl,16,33.0,0.07391357421875,-0.007868430623935559,-0.5147058823529411,-0.015286911262836727,-0.00039356606185576306,False,accuracy,wilcoxon,holm
0.0,0.0,0.0,alzenad2017,proposed_hfl,16,35.0,0.09344482421875,0.005370073765647243,0.4852941176470588,-0.0011319830133136245,0.011687715654933213,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,fair_mab,hfl_no_selection,16,35.0,0.09344482421875,0.007105015434362531,0.4852941176470588,-0.0005086355849106905,0.014880199891478929,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,hfl_no_selection,oort,16,35.0,0.09344482421875,0.010880582045178493,0.4852941176470588,0.002093179709102415,0.019943351302014564,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,fedcs,mozaffari2016,16,35.0,0.09344482421875,-0.008454496269718975,-0.4852941176470588,-0.015983627886595565,-0.0011536697893812593,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,hfl_no_selection,mozaffari2016,16,36.0,0.104583740234375,-0.009277731127131594,-0.47058823529411764,-0.01778149840466724,-0.001003835172420357,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,fedcs,proposed_hfl,16,36.0,0.104583740234375,-0.007083983689491875,-0.47058823529411764,-0.014308263443557193,0.0006225213804289863,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,fedcs,proposed_hfl,16,36.0,0.104583740234375,-0.009415162118868767,-0.47058823529411764,-0.019342923428037073,0.0004157516764161487,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,fair_mab,proposed_hfl,16,36.0,0.104583740234375,0.004262059048157671,0.47058823529411764,-0.00034756091933681383,0.008759340509175194,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,alzenad2017,fair_mab,16,36.0,0.104583740234375,0.003023897857878502,0.47058823529411764,-0.004972599528564226,0.0101910557581076,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,alzenad2017,hfl_no_selection,16,37.0,0.116668701171875,0.005875486003796573,0.45588235294117646,-0.00031560894945609094,0.011998405633852611,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,mozaffari2016,oort,16,37.0,0.116668701171875,0.010034850835755012,0.45588235294117646,-0.0002464469194220506,0.020954607572548002,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,fedcs,oort,16,37.0,0.116668701171875,0.005231248906985453,0.45588235294117646,-6.680944437437503e-05,0.011145155540387695,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,alzenad2017,proposed_hfl,16,37.0,0.116668701171875,0.00594813740675134,0.45588235294117646,-0.0004218806789641288,0.012640713007770194,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,alzenad2017,hfl_no_selection,16,37.0,0.116668701171875,0.008140666589602337,0.45588235294117646,-0.0002114167255218931,0.016712650259872976,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,fedcs,oort,16,38.0,0.129730224609375,0.006130328637797673,0.4411764705882353,0.00030477701189919555,0.012186213442576043,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,fair_mab,proposed_hfl,16,38.0,0.129730224609375,0.005433794715340945,0.4411764705882353,-2.1521987573800155e-05,0.011363968759706886,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,alzenad2017,fedcs,16,38.0,0.129730224609375,0.006108159234574216,0.4411764705882353,-0.0014667410960905148,0.0158370069564971,False,accuracy,wilcoxon,holm
0.0,0.0,0.0,fair_mab,mozaffari2016,16,38.0,0.129730224609375,0.004994821830043093,0.4411764705882353,-0.00035613905134918505,0.010807113166612722,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,hfl_no_selection,oort,16,38.0,0.129730224609375,0.009710580566867397,0.4411764705882353,0.001119080725094683,0.018697025444870077,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,alzenad2017,mozaffari2016,16,38.0,0.129730224609375,0.006918619195350362,0.4411764705882353,-0.0017705903058929423,0.015555084666061812,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,alzenad2017,oort,16,39.0,0.14385986328125,0.004374794236094222,0.4264705882352941,-0.0005278181374063122,0.0096292136720506,False,accuracy,wilcoxon,holm
0.0,0.0,0.0,alzenad2017,mozaffari2016,16,39.0,0.14385986328125,0.006104843395233914,0.4264705882352941,-0.0006238514726008692,0.013048585810239953,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,alzenad2017,hfl_no_selection,16,39.0,0.14385986328125,0.006482041238859294,0.4264705882352941,-0.0011761288623863325,0.013815958933379687,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,alzenad2017,fair_mab,16,39.0,0.14385986328125,0.004233516342081127,0.4264705882352941,-0.0018767958093115595,0.010332236807953006,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,oort,proposed_hfl,16,39.0,0.14385986328125,-0.0077443104834466064,-0.4264705882352941,-0.016789394712914404,0.0006594574821456074,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,alzenad2017,oort,16,40.0,0.1590576171875,0.0072429012579355925,0.4117647058823529,8.360167057772096e-05,0.01513142506951242,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,fair_mab,mozaffari2016,16,40.0,0.1590576171875,0.004303254558456031,0.4117647058823529,-0.0020123710947096145,0.010728656882433643,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,fair_mab,oort,16,40.0,0.1590576171875,0.007774144511064764,0.4117647058823529,-0.0012530437538957843,0.017009083369364908,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,fedcs,hfl_no_selection,16,41.0,0.17535400390625,-0.010324997003170334,-0.39705882352941174,-0.022395176034804124,0.002595813179971262,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,fedcs,mozaffari2016,16,41.0,0.17535400390625,-0.005657956942382011,-0.39705882352941174,-0.013827249424915533,0.0015407962830347182,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,hfl_no_selection,proposed_hfl,16,41.0,0.17535400390625,-0.004604191835407688,-0.39705882352941174,-0.011057549861437315,0.002250395451667554,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,alzenad2017,fair_mab,16,41.0,0.17535400390625,-0.003595788265024019,-0.39705882352941174,-0.008798675083708737,0.0017305263955792207,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,alzenad2017,proposed_hfl,16,42.0,0.19281005859375,0.004926634730381671,0.38235294117647056,-0.0012632644832511267,0.011417098771341257,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,hfl_no_selection,oort,16,42.0,0.19281005859375,0.008974910148944283,0.38235294117647056,-0.0005192969029939492,0.020098497913392407,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,fair_mab,mozaffari2016,16,43.0,0.21142578125,0.009344038995020024,0.36764705882352944,-0.006595367518363521,0.02415729607783021,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,fedcs,hfl_no_selection,16,43.0,0.21142578125,-0.007444435857969826,-0.36764705882352944,-0.017401751250226975,0.0023805138775689714,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,fair_mab,hfl_no_selection,16,44.0,0.231201171875,0.005525301952708006,0.35294117647058826,-0.0020284786654534725,0.01342033448060965,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,alzenad2017,mozaffari2016,16,44.0,0.231201171875,0.009572845891816235,0.35294117647058826,-0.00848603782431449,0.025939161270892807,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,mozaffari2016,oort,16,44.0,0.231201171875,0.003924591943902017,0.35294117647058826,-0.0011466048093625172,0.008846506772804151,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,hfl_no_selection,proposed_hfl,16,45.0,0.252227783203125,0.008383844210866472,0.3382352941176471,-0.007927420510763904,0.024213133234419343,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,mozaffari2016,oort,16,45.0,0.252227783203125,-0.00981189405240633,-0.3382352941176471,-0.02433941983749185,0.004522048499536297,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,alzenad2017,fair_mab,16,45.0,0.252227783203125,0.0031816526311699636,0.3382352941176471,-0.0034794793311036464,0.009205680234251565,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,hfl_no_selection,mozaffari2016,16,45.0,0.252227783203125,-0.004803463774516979,-0.3382352941176471,-0.011550439343051085,0.0016688181411118304,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,alzenad2017,proposed_hfl,16,45.0,0.252227783203125,0.005322848464915965,0.3382352941176471,-0.0018613746476243735,0.012417361827767407,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,fedcs,oort,16,45.0,0.252227783203125,-0.004090781838495337,-0.3382352941176471,-0.011149587980347228,0.0033691944794183976,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,mozaffari2016,proposed_hfl,16,45.0,0.252227783203125,0.002790001147779393,0.3382352941176471,-0.0028046802514585826,0.007564024789342197,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,fair_mab,hfl_no_selection,16,46.0,0.274444580078125,0.004632227475628026,0.3235294117647059,-0.0007755098862349521,0.010303188061322658,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,fair_mab,fedcs,16,47.0,0.2978515625,0.0029265066034042525,0.3088235294117647,-0.0044164364210127205,0.011092128997833333,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,alzenad2017,fair_mab,16,47.0,0.2978515625,0.00407845036929929,0.3088235294117647,-0.003072833837428768,0.011048549998597824,False,accuracy,wilcoxon,holm
0.0,0.0,0.0,alzenad2017,hfl_no_selection,16,47.0,0.2978515625,0.003223773835725266,0.3088235294117647,-0.0029771582118104226,0.009779152357138176,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,hfl_no_selection,mozaffari2016,16,47.0,0.2978515625,0.005365096440974437,0.3088235294117647,-0.0018615585062593245,0.01314571173415951,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,alzenad2017,fair_mab,16,48.0,0.322509765625,0.002615364636894331,0.29411764705882354,-0.005836597321006937,0.009981515173374337,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,alzenad2017,mozaffari2016,16,48.0,0.322509765625,0.00528744586469055,0.29411764705882354,-0.002133777660511413,0.01337261430677189,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,alzenad2017,hfl_no_selection,16,48.0,0.322509765625,0.003909230407141542,0.29411764705882354,-0.0034332814610581355,0.01116651455512592,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,hfl_no_selection,proposed_hfl,16,50.0,0.375457763671875,0.003654209592665346,0.2647058823529412,-0.0014960021021120321,0.009824555338022577,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,mozaffari2016,oort,16,50.0,0.375457763671875,0.004616389290123403,0.2647058823529412,-0.0026622278161760804,0.012287098211869931,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,alzenad2017,hfl_no_selection,16,50.0,0.375457763671875,0.003296200729024805,0.2647058823529412,-0.004644447102760166,0.010651371387893807,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,mozaffari2016,proposed_hfl,16,50.0,0.375457763671875,-0.0035305634527217147,-0.2647058823529412,-0.011132053880914938,0.004273298375911551,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,alzenad2017,proposed_hfl,16,50.0,0.375457763671875,0.00314242045280827,0.2647058823529412,-0.002701682653306127,0.00902804768187215,False,accuracy,wilcoxon,holm
0.0,0.0,0.0,hfl_no_selection,mozaffari2016,16,51.0,0.40374755859375,0.0028810695595086477,0.25,-0.003368653329283016,0.009224228184241973,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,fair_mab,mozaffari2016,16,51.0,0.40374755859375,-0.002172715692769063,-0.25,-0.006366509202002553,0.002169988366188773,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,fair_mab,proposed_hfl,16,51.0,0.40374755859375,0.0018991619246397223,0.25,-0.0024970213346286827,0.006087728234720881,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,fair_mab,mozaffari2016,16,52.0,0.433197021484375,0.0031160316802928967,0.23529411764705882,-0.0028957152984005114,0.009412122411292873,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,alzenad2017,proposed_hfl,16,52.0,0.433197021484375,0.0022604826683054746,0.23529411764705882,-0.004162043229963955,0.008380462944779178,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,alzenad2017,mozaffari2016,16,52.0,0.433197021484375,0.004583886698488235,0.23529411764705882,-0.004529609785800575,0.013754452149162537,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,mozaffari2016,proposed_hfl,16,52.0,0.433197021484375,-0.008885068307496906,-0.23529411764705882,-0.02610894081128282,0.008015953481627433,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,mozaffari2016,proposed_hfl,16,52.0,0.433197021484375,-0.0035442511485969594,-0.23529411764705882,-0.010167091651451726,0.003117107017277075,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,fair_mab,proposed_hfl,16,52.0,0.433197021484375,0.0027664847755813765,0.23529411764705882,-0.0026753804307603304,0.008433175580894197,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,fedcs,oort,16,52.0,0.433197021484375,-0.002867978537213288,-0.23529411764705882,-0.015739861320633017,0.011547915181342358,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,fair_mab,hfl_no_selection,16,52.0,0.433197021484375,-0.007924873523343354,-0.23529411764705882,-0.02190452835950154,0.004614322813836143,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,fair_mab,mozaffari2016,16,52.0,0.433197021484375,0.0031577552209413606,0.23529411764705882,-0.004850276388487966,0.010843171489803263,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,fedcs,oort,16,53.0,0.4637451171875,0.0034361461872086663,0.22058823529411764,-0.004020593636292675,0.010712388569427904,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,fair_mab,hfl_no_selection,16,53.0,0.4637451171875,0.0021138702094201517,0.22058823529411764,-0.005413068816622418,0.009104173261589844,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,hfl_no_selection,oort,16,53.0,0.4637451171875,0.0074570184659570465,0.22058823529411764,-0.006158068410978758,0.02258534875447736,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,alzenad2017,fair_mab,16,53.0,0.4637451171875,0.0006645756822240001,0.22058823529411764,-0.005133608659135465,0.006123415706837937,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,fair_mab,hfl_no_selection,16,54.0,0.49542236328125,0.0024035908695600045,0.20588235294117646,-0.0046745978214599885,0.009239026599840586,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,hfl_no_selection,proposed_hfl,16,54.0,0.49542236328125,0.002651936677726535,0.20588235294117646,-0.005548398755552403,0.010698362410874981,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,hfl_no_selection,proposed_hfl,16,54.0,0.49542236328125,-0.0027330655509883034,-0.20588235294117646,-0.008081770626674895,0.002545329173526735,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,fedcs,mozaffari2016,16,55.0,0.528167724609375,0.006943915515193043,0.19117647058823528,-0.006700288550083067,0.021521860033442242,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,hfl_no_selection,proposed_hfl,16,55.0,0.528167724609375,0.0019662700834207902,0.19117647058823528,-0.005448190935886066,0.009170661425842021,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,fair_mab,oort,16,55.0,0.528167724609375,0.0011931416049242582,0.19117647058823528,-0.004529443950016688,0.006755420181399538,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,alzenad2017,hfl_no_selection,16,55.0,0.528167724609375,-0.0018162031423484201,-0.19117647058823528,-0.007826089577648342,0.0043341639989893585,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,mozaffari2016,proposed_hfl,16,56.0,0.5618896484375,0.002070398223528676,0.17647058823529413,-0.0030576334530267335,0.006966494845046148,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,fair_mab,oort,16,57.0,0.596588134765625,0.0031644508886363026,0.16176470588235295,-0.00659659451058736,0.012969602339638286,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,fair_mab,mozaffari2016,16,57.0,0.596588134765625,-0.002731450338977759,-0.16176470588235295,-0.00820271872502009,0.002527651032808692,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,fair_mab,hfl_no_selection,16,57.0,0.596588134765625,0.0032446547249175423,0.16176470588235295,-0.0038308203636529645,0.011030583574616427,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,fedcs,proposed_hfl,16,57.0,0.596588134765625,-0.000160021827822876,0.16176470588235295,-0.0077688915240237315,0.007091775223746749,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,fedcs,proposed_hfl,16,57.0,0.596588134765625,-0.001941152792303863,-0.16176470588235295,-0.010952438615067115,0.007345794911345949,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,hfl_no_selection,mozaffari2016,16,57.0,0.596588134765625,-0.0017725968245392645,-0.16176470588235295,-0.007313409705421548,0.004241348430174201,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,mozaffari2016,proposed_hfl,16,57.0,0.596588134765625,0.0014093005031960357,0.16176470588235295,-0.0048000290037675366,0.007151311546078566,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,mozaffari2016,proposed_hfl,16,57.0,0.596588134765625,0.0023177630350480483,0.16176470588235295,-0.0036584952951030443,0.008630979661752866,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,fair_mab,proposed_hfl,16,58.0,0.632171630859375,0.001244398095616675,0.14705882352941177,-0.005696984537721753,0.007935167598502076,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,hfl_no_selection,mozaffari2016,16,58.0,0.632171630859375,-0.0028459984368326002,-0.14705882352941177,-0.010011002848428922,0.0037182228190418064,False,accuracy,wilcoxon,holm
0.0,0.0,0.0,alzenad2017,fair_mab,16,58.0,0.632171630859375,0.0011100215651908205,0.14705882352941177,-0.003299582949239772,0.005584967346243278,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,hfl_no_selection,proposed_hfl,16,58.0,0.632171630859375,0.0018345329882527225,0.14705882352941177,-0.004090932937028125,0.007680472629796619,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,alzenad2017,proposed_hfl,16,58.0,0.632171630859375,0.0018380064503169258,0.14705882352941177,-0.004673514812083445,0.008333105441474555,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,alzenad2017,proposed_hfl,16,58.0,0.632171630859375,0.00105332324576652,0.14705882352941177,-0.008078020070669904,0.009944988101613832,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,fair_mab,mozaffari2016,16,59.0,0.668548583984375,0.0021105034193668604,0.1323529411764706,-0.0036217174054795384,0.008229795637367915,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,fair_mab,fedcs,16,59.0,0.668548583984375,0.0024001234798269808,0.1323529411764706,-0.010307174238885629,0.014880002873015032,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,alzenad2017,hfl_no_selection,16,59.0,0.668548583984375,-0.007696066626547142,-0.1323529411764706,-0.026582148310176464,0.009693101389116932,False,accuracy,wilcoxon,holm
0.0,0.0,0.0,hfl_no_selection,proposed_hfl,16,59.0,0.668548583984375,0.002146299929921977,0.1323529411764706,-0.0047514577135361865,0.009595698203154994,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,fair_mab,hfl_no_selection,16,59.0,0.668548583984375,0.001779585122675599,0.1323529411764706,-0.0022268860256595274,0.0064532766900649305,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,fair_mab,proposed_hfl,16,60.0,0.705718994140625,0.0004589706875231178,-0.11764705882352941,-0.01319693097801024,0.014936910740002727,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,hfl_no_selection,proposed_hfl,16,60.0,0.705718994140625,-0.0011591927739433294,-0.11764705882352941,-0.007463539214373446,0.004947474733714878,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,hfl_no_selection,oort,16,60.0,0.705718994140625,0.001078593507069417,0.11764705882352941,-0.006629797609841429,0.008345849750659674,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,alzenad2017,mozaffari2016,16,60.0,0.705718994140625,0.002136633582602278,0.11764705882352941,-0.006148776186413767,0.010314828234964754,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,fedcs,oort,16,60.0,0.705718994140625,-0.003838106979595572,-0.11764705882352941,-0.012949308898286709,0.0046145147673533,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,oort,proposed_hfl,16,60.0,0.705718994140625,0.0015733431706571183,0.11764705882352941,-0.003154107388033707,0.006503692630672446,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,alzenad2017,proposed_hfl,16,61.0,0.743560791015625,0.0017431947160935907,0.10294117647058823,-0.004072160640966191,0.007674904055869029,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,alzenad2017,fair_mab,16,61.0,0.743560791015625,0.00022880689679621175,0.10294117647058823,-0.013769548612559506,0.013101562172193272,False,accuracy,wilcoxon,holm
0.1,0.0,0.0,alzenad2017,mozaffari2016,16,61.0,0.743560791015625,0.000851182165109439,0.10294117647058823,-0.005464477542463062,0.007257155218809418,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,fedcs,oort,16,61.0,0.743560791015625,-0.0016708516354221603,-0.10294117647058823,-0.01191578072383348,0.008678497524363152,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,mozaffari2016,proposed_hfl,16,61.0,0.743560791015625,0.0031883174776727655,0.10294117647058823,-0.004197022693154531,0.01065019307303298,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,fair_mab,proposed_hfl,16,62.0,0.781951904296875,-0.0024903216259875363,-0.08823529411764706,-0.009891146741177626,0.0038702153249866827,False,accuracy,wilcoxon,holm
0.0,0.0,0.0,fair_mab,hfl_no_selection,16,62.0,0.781951904296875,0.0021137522705344455,0.08823529411764706,-0.004319158285474477,0.00888705132414997,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,alzenad2017,fedcs,16,62.0,0.781951904296875,0.0026289303766231925,0.08823529411764706,-0.013695126785814598,0.01881605853741185,False,accuracy,wilcoxon,holm
0.0,3.0,0.0,fair_mab,mozaffari2016,16,62.0,0.781951904296875,0.001053929522609423,0.08823529411764706,-0.0072031659200332806,0.00912602765534836,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,fair_mab,hfl_no_selection,16,62.0,0.781951904296875,-0.0022073412200330766,-0.08823529411764706,-0.009446278670871404,0.004501134384777208,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,alzenad2017,mozaffari2016,16,62.0,0.781951904296875,0.0010720222292795942,0.08823529411764706,-0.007067206823293904,0.00949004804461546,False,accuracy,wilcoxon,holm
0.2,0.0,0.0,hfl_no_selection,mozaffari2016,16,62.0,0.781951904296875,-0.0012220473942519752,-0.08823529411764706,-0.008785628780532687,0.006226642702546287,False,accuracy,wilcoxon,holm
0.3,0.0,0.0,hfl_no_selection,mozaffari2016,16,62.0,0.781951904296875,-0.0002930874501931441,-0.08823529411764706,-0.007032462771180211,0.006539141567087024,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,alzenad2017,proposed_hfl,16,62.0,0.781951904296875,0.0006877775843193296,-0.08823529411764706,-0.01428509954142474,0.017504388832617943,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,fair_mab,mozaffari2016,16,62.0,0.781951904296875,-0.00017123629888895348,-0.08823529411764706,-0.005927956429458189,0.006181852687509235,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,alzenad2017,mozaffari2016,16,63.0,0.820892333984375,0.0004502022921922047,0.07352941176470588,-0.005558154585491656,0.00644451330010302,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,alzenad2017,fair_mab,16,63.0,0.820892333984375,0.0014261314775468742,0.07352941176470588,-0.007638047769076074,0.010400982831779903,False,accuracy,wilcoxon,holm
0.0,0.0,0.2,alzenad2017,mozaffari2016,16,63.0,0.820892333984375,-0.0004797565847311225,-0.07352941176470588,-0.007506317777229701,0.007154652699397687,False,accuracy,wilcoxon,holm
0.0,6.0,0.0,alzenad2017,hfl_no_selection,16,63.0,0.820892333984375,-0.0007812097424862025,-0.07352941176470588,-0.009559495902040357,0.00818895655367293,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,fair_mab,oort,16,63.0,0.820892333984375,-0.00046785505738630717,-0.07352941176470588,-0.016736205946778798,0.016575482998098804,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,alzenad2017,oort,16,63.0,0.820892333984375,-0.00023904816059009543,-0.07352941176470588,-0.018102833618163297,0.019731403825603767,False,accuracy,wilcoxon,holm
0.0,0.0,0.1,alzenad2017,fair_mab,16,63.0,0.820892333984375,0.0012432585281685476,0.07352941176470588,-0.005049771205655737,0.007295062769072302,False,accuracy,wilcoxon,holm
0.0,10.0,0.0,oort,proposed_hfl,16,64.0,0.860260009765625,0.000926825744909425,-0.058823529411764705,-0.011143344213570426,0.013218596675375505,False,accuracy,wilcoxon,holm
0.0,0.0,0.05,fair_mab,mozaffari2016,16,64.0,0.860260009765625,0.0014720579003782777,0.058823529411764705,-0.0043906965492838965,0.008011586577721023,False,accuracy,wilcoxon,holm
0.4,0.0,0.0,fair_mab,hfl_no_selection,16,64.0,0.860260009765625,0.00011454809785484132,-0.058823529411764705,-0.007382902417446265,0.008489353940969255,False,accuracy,wilcoxon,holm
