method,coverage_pct,participation_pct,comm_mb_round,cumulative_energy_j,round_time_s,placement_fitness,jain_fairness,rounds_to_target
proposed_hfl,96.3542,26.0583,26.7044,1385634.5527,6.3808,0.8041,0.7251,
