N,method_a,method_b,n_pairs,statistic,p_value,mean_diff,effect_size,ci_low,ci_high,significant,correction_scope,reference,metric,test,correction
30,ucb,power_of_choice,10,16.0,0.275390625,-0.009209517165649194,-0.41818181818181815,-0.0214391648066383,0.0014596199873364059,False,group,ucb,macro_f1,wilcoxon,holm
200,ucb,fair_mab,10,16.0,0.275390625,0.0057153431895775875,0.41818181818181815,-0.0025734237446871067,0.013958400728004658,False,group,ucb,macro_f1,wilcoxon,holm
100,ucb,oort,10,16.0,0.275390625,-0.015340219274811846,-0.41818181818181815,-0.035582947169080566,0.003717654575895187,False,group,ucb,macro_f1,wilcoxon,holm
50,ucb,rep_cap,10,17.0,0.322265625,0.004223013857707014,0.38181818181818183,-0.0021416841369778466,0.01123505218497932,False,group,ucb,macro_f1,wilcoxon,holm
200,ucb,power_of_choice,10,17.0,0.322265625,-0.007952404347631791,-0.38181818181818183,-0.019786045567584648,0.0022987081346341285,False,group,ucb,macro_f1,wilcoxon,holm
30,ucb,rep_cap,10,17.0,0.322265625,-0.0035214199047996384,-0.38181818181818183,-0.010271548342228605,0.004721519345043827,False,group,ucb,macro_f1,wilcoxon,holm
30,ucb,random,10,18.0,0.375,0.004943811882382421,0.34545454545454546,-0.002271616661522681,0.011478389860397141,False,group,ucb,macro_f1,wilcoxon,holm
500,ucb,fair_mab,10,19.0,0.431640625,0.0011932263357285922,0.3090909090909091,-0.005816787458782452,0.007003697549258244,False,group,ucb,macro_f1,wilcoxon,holm
350,ucb,fedcs,10,19.0,0.431640625,-0.004582768777313162,-0.3090909090909091,-0.013399207493663395,0.005179786888393773,False,group,ucb,macro_f1,wilcoxon,holm
100,ucb,fair_mab,10,19.0,0.431640625,-0.003703385844145307,-0.3090909090909091,-0.012228079588337161,0.003807854356357173,False,group,ucb,macro_f1,wilcoxon,holm
350,ucb,rep_cap,10,20.0,0.4921875,-0.004081557565317012,-0.2727272727272727,-0.016047602930636274,0.008216314973420402,False,group,ucb,macro_f1,wilcoxon,holm
200,ucb,rep_cap,10,22.0,0.625,0.003040459899834197,0.2,-0.007806572204980621,0.014017725415292887,False,group,ucb,macro_f1,wilcoxon,holm
100,ucb,power_of_choice,10,23.0,0.6953125,-0.007270629544028106,-0.16363636363636364,-0.028384221637854878,0.01260597136089249,False,group,ucb,macro_f1,wilcoxon,holm
30,ucb,fair_mab,10,23.0,0.6953125,-0.0011954950381434348,-0.16363636363636364,-0.006347386932625206,0.004253106667140587,False,group,ucb,macro_f1,wilcoxon,holm
50,ucb,oort,10,24.0,0.76953125,-0.008482216593744391,-0.12727272727272726,-0.024314512622005357,0.005465670235255826,False,group,ucb,macro_f1,wilcoxon,holm
100,ucb,rep_cap,10,24.0,0.76953125,-0.0015256364377933484,-0.12727272727272726,-0.009116442832122746,0.004948074927900985,False,group,ucb,macro_f1,wilcoxon,holm
30,ucb,fedcs,10,25.0,0.845703125,-0.0005543007859289573,-0.09090909090909091,-0.006441495947746974,0.005139862893929012,False,group,ucb,macro_f1,wilcoxon,holm
200,ucb,oort,10,25.0,0.845703125,-0.006051192710136544,-0.09090909090909091,-0.019538602545922136,0.004789122236319232,False,group,ucb,macro_f1,wilcoxon,holm
