number,value,datetime_start,datetime_complete,duration,params_ema_decay,params_logit_adjust_tau,params_lr,params_lr_decay,params_server_momentum,state
24,0.3600714278610884,2026-09-05 20:26:21.604229,2026-09-05 20:28:41.637272,0 days 00:02:20.033043,0.8819031841942724,0.6070829013890018,0.012871330649668394,none,0.6560433434537385,COMPLETE
14,0.35870394259131627,2026-09-05 20:00:54.054810,2026-09-05 20:03:36.031550,0 days 00:02:41.976740,0.7586974341555238,0.4936987455702832,0.01219710110662245,none,0.3957955665098675,COMPLETE
13,0.3516593304041158,2026-09-05 19:58:13.825641,2026-09-05 20:00:54.030230,0 days 00:02:40.204589,0.9579377303279973,0.5536175805751496,0.010981775313392365,sqrt,0.674655317014876,COMPLETE
19,0.35086047277930704,2026-09-05 20:14:07.115263,2026-09-05 20:16:47.152692,0 days 00:02:40.037429,0.674394998677132,0.5624988450438239,0.010681521162714766,none,0.6208772498949909,COMPLETE
21,0.34797842173211674,2026-09-05 20:19:16.274203,2026-09-05 20:21:49.052057,0 days 00:02:32.777854,0.6742492230312156,0.5370119264064215,0.00985129896579775,none,0.6330006704242958,COMPLETE
22,0.34391000105994474,2026-09-05 20:21:49.076652,2026-09-05 20:24:02.856514,0 days 00:02:13.779862,0.6187710922106108,0.5688771126429871,0.016290694727484987,none,0.6627043441508018,COMPLETE
23,0.33651023682858655,2026-09-05 20:24:02.881048,2026-09-05 20:26:21.589084,0 days 00:02:18.708036,0.757828804527576,0.33414817649445855,0.009196465842072258,none,0.52926110513717,COMPLETE
4,0.33508752516041906,2026-09-05 19:34:09.884023,2026-09-05 19:36:47.682979,0 days 00:02:37.798956,0.9060914329985478,0.7283450868858172,0.0071630571238403,sqrt,0.46146531182744344,COMPLETE
15,0.33380235996672303,2026-09-05 20:03:36.045371,2026-09-05 20:06:17.043402,0 days 00:02:40.998031,0.7644614857950323,0.4723985406515696,0.020406454404351654,none,0.3315001828398397,COMPLETE
12,0.3282056498168558,2026-09-05 19:55:37.489270,2026-09-05 19:58:13.801092,0 days 00:02:36.311822,0.9659624089689651,0.6956785477877419,0.004370065747073979,sqrt,0.7131156805215257,COMPLETE
11,0.3261797385938718,2026-09-05 19:52:57.952683,2026-09-05 19:55:37.465559,0 days 00:02:39.512876,0.9542203933063609,0.7194691621575883,0.004068993886037508,sqrt,0.7226217337660724,COMPLETE
18,0.3162122945467441,2026-09-05 20:11:23.274470,2026-09-05 20:14:07.086928,0 days 00:02:43.812458,0.8396351621599031,0.9242100903743278,0.02405640754226394,none,0.3480734959594459,COMPLETE
7,0.312306949135786,2026-09-05 19:42:12.961622,2026-09-05 19:44:59.919494,0 days 00:02:46.957872,0.6557614255508444,0.8431982638037243,0.001570507143298064,sqrt,0.8211139391032989,COMPLETE
20,0.2907404136591939,2026-09-05 20:16:47.177184,2026-09-05 20:19:16.249152,0 days 00:02:29.071968,0.8521239667682985,0.2762012527452611,0.030370215088110986,cosine,0.46030527426878454,COMPLETE
16,0.28812157677036876,2026-09-05 20:06:17.064907,2026-09-05 20:08:48.787259,0 days 00:02:31.722352,0.7250218961670147,0.049687043848024026,0.01282682111482906,none,0.44428839124928377,COMPLETE
8,0.27644987007145855,2026-09-05 19:44:59.949472,2026-09-05 19:47:39.423292,0 days 00:02:39.473820,0.5113237218176775,1.045413625572034,0.001209216099488165,cosine,0.19610555283630474,COMPLETE
17,0.2678503743495853,2026-09-05 20:08:48.815258,2026-09-05 20:11:23.250513,0 days 00:02:34.435255,0.9877518824341788,0.49193607575247444,0.010251730861955934,none,0.5928695926678768,COMPLETE
1,0.24495108900085558,2026-09-05 19:26:17.163847,2026-09-05 19:28:55.662517,0 days 00:02:38.498670,0.0542396870774026,0.2193244830178711,0.030571735003335838,sqrt,0.8723981560937891,COMPLETE
3,0.24411218597486226,2026-09-05 19:31:32.943506,2026-09-05 19:34:09.859477,0 days 00:02:36.915971,0.1912816028581679,0.3102684140804659,0.006688561410543771,sqrt,0.04355572187226591,COMPLETE
9,0.24231477302800453,2026-09-05 19:47:39.438609,2026-09-05 19:50:18.596825,0 days 00:02:39.158216,0.4942903202628539,0.43886055418369496,0.09476000720867232,sqrt,0.5609360409755503,COMPLETE
2,0.2313064485001296,2026-09-05 19:28:55.687225,2026-09-05 19:31:32.916275,0 days 00:02:37.229050,0.10866914614694372,0.09179296650469371,0.002820894361090808,cosine,0.06205971174946726,COMPLETE
0,0.1825631156613168,2026-09-05 19:23:32.015714,2026-09-05 19:26:17.130897,0 days 00:02:45.115183,0.14393832878409635,1.5843231130255104,0.0018598994093266409,none,0.5496425023836666,COMPLETE
10,0.1683582607015863,2026-09-05 19:50:18.620750,2026-09-05 19:52:57.927625,0 days 00:02:39.306875,0.868453771264309,1.9795355648475756,0.015201209534671068,cosine,0.3169263343687576,COMPLETE
6,0.12317329709178476,2026-09-05 19:39:31.504134,2026-09-05 19:42:12.936757,0 days 00:02:41.432623,0.14755321713988467,1.2827671815379236,0.006077515260663349,none,0.9795356840746445,COMPLETE
5,0.07015048729904387,2026-09-05 19:36:47.712742,2026-09-05 19:39:31.489103,0 days 00:02:43.776361,0.8084083954167646,1.4407087715526121,0.0019833222514912597,sqrt,0.10817879227877783,COMPLETE
