N,method_a,method_b,n_pairs,statistic,p_value,mean_diff,effect_size,ci_low,ci_high,significant,correction_scope,reference,metric,test,correction
500,ucb_dp_eps1,ucb_dp_eps0.5,10,18.0,0.375,-0.002145614070886487,-0.34545454545454546,-0.010719097065214364,0.007820040580107584,False,group,ucb_dp_eps1,macro_f1,wilcoxon,holm
500,ucb_dp_eps1,ucb_dp_eps4,10,22.0,0.625,-7.18136110112566e-05,0.2,-0.009051567007696359,0.007557034043552505,False,group,ucb_dp_eps1,macro_f1,wilcoxon,holm
