N,method_a,method_b,n_pairs,statistic,p_value,mean_diff,effect_size,ci_low,ci_high,significant,metric,test,correction
100,fedcs,hfl_static,10,14.0,0.193359375,0.006266938379810971,0.4909090909090909,-0.0002554720390820448,0.013038954937213475,False,accuracy,wilcoxon,holm
100,flat_fl,hfl_no_selection,10,14.0,0.193359375,-0.006410487802395215,-0.4909090909090909,-0.013696557361590608,0.0015572493251836187,False,accuracy,wilcoxon,holm
50,fair_mab,power_of_choice,10,14.0,0.193359375,0.011739038585794948,0.4909090909090909,-0.0024734303186066176,0.025514279913748893,False,accuracy,wilcoxon,holm
30,hfl_no_reputation,hfl_no_selection,10,14.0,0.193359375,0.01118069544063317,0.4909090909090909,0.0005585204687354492,0.023795133819865505,False,accuracy,wilcoxon,holm
50,hfl_no_selection,proposed_hfl,10,14.0,0.193359375,-0.013564139679328669,-0.4909090909090909,-0.029534516019303386,0.0036737816799561206,False,accuracy,wilcoxon,holm
200,hfl_no_reputation,proposed_hfl,10,14.0,0.193359375,-0.004136151564370427,-0.4909090909090909,-0.009781984015262197,0.0013264624252263084,False,accuracy,wilcoxon,holm
100,alzenad2017,mozaffari2016,10,15.0,0.232421875,0.005140372489205935,0.45454545454545453,-0.0007869106999477737,0.011285431982310804,False,accuracy,wilcoxon,holm
50,flat_fl,oort,10,15.0,0.232421875,-0.009222378675073773,-0.45454545454545453,-0.021089656250942578,0.0019043707493811475,False,accuracy,wilcoxon,holm
30,flat_fl,hfl_no_selection,10,15.0,0.232421875,0.014782883222711984,0.45454545454545453,0.0009475350387303613,0.031238612677477583,False,accuracy,wilcoxon,holm
30,mozaffari2016,oort,10,15.0,0.232421875,-0.010527022079589332,-0.45454545454545453,-0.02466005834812533,0.004449546069125788,False,accuracy,wilcoxon,holm
200,fair_mab,hfl_static,10,15.0,0.232421875,-0.003278098034439647,-0.45454545454545453,-0.007377393238024566,0.0010798654291130044,False,accuracy,wilcoxon,holm
50,alzenad2017,proposed_hfl,10,15.0,0.232421875,-0.005094806542410957,-0.45454545454545453,-0.013146887812981064,0.0042767501938902695,False,accuracy,wilcoxon,holm
100,hfl_static,rep_cap,10,15.0,0.232421875,0.0054855115405542994,0.45454545454545453,-0.0008961501452611715,0.012084408210737401,False,accuracy,wilcoxon,holm
200,hfl_no_selection,oort,10,15.0,0.232421875,-0.00466966030259105,-0.45454545454545453,-0.010253015418763008,0.0004111657408100689,False,accuracy,wilcoxon,holm
50,hfl_no_selection,oort,10,15.0,0.232421875,-0.01239403227447371,-0.45454545454545453,-0.029034708791022358,0.0035581123101487955,False,accuracy,wilcoxon,holm
50,hfl_no_selection,rep_cap,10,15.0,0.232421875,-0.014909184368690076,-0.45454545454545453,-0.03493847236159532,0.005126502972708243,False,accuracy,wilcoxon,holm
50,fair_mab,flat_fl,10,15.0,0.232421875,0.006060576916469806,0.45454545454545453,-0.0007194646188121898,0.013102448040301425,False,accuracy,wilcoxon,holm
30,hfl_no_reputation,mozaffari2016,10,15.0,0.232421875,0.005591852379186868,0.45454545454545453,-0.0046450029017464966,0.01467699713028395,False,accuracy,wilcoxon,holm
200,oort,rep_cap,10,15.0,0.232421875,0.0030676003475853973,0.45454545454545453,-0.0024874855107167174,0.008726333975041686,False,accuracy,wilcoxon,holm
30,alzenad2017,fair_mab,10,15.0,0.232421875,-0.008760619167308714,-0.45454545454545453,-0.021678524897305356,0.0046865718672664545,False,accuracy,wilcoxon,holm
200,hfl_no_selection,power_of_choice,10,15.0,0.232421875,-0.003489111945795864,-0.45454545454545453,-0.007924032715756797,0.001397008925245097,False,accuracy,wilcoxon,holm
30,fair_mab,mozaffari2016,10,16.0,0.275390625,0.011278930224204531,0.41818181818181815,-0.005812278640387432,0.02679499338281357,False,accuracy,wilcoxon,holm
50,flat_fl,rep_cap,10,16.0,0.275390625,-0.011737530769290138,-0.41818181818181815,-0.026477234369593757,0.0021378544119305285,False,accuracy,wilcoxon,holm
30,centralized,power_of_choice,10,16.0,0.275390625,0.009544109587412464,0.41818181818181815,-0.0062016695003343164,0.024067266844354476,False,accuracy,wilcoxon,holm
50,fair_mab,mozaffari2016,10,16.0,0.275390625,-0.007035593494752556,-0.41818181818181815,-0.0158533681542743,0.0014447596751311182,False,accuracy,wilcoxon,holm
30,alzenad2017,flat_fl,10,16.0,0.275390625,-0.006675729104369865,-0.41818181818181815,-0.01631432252543227,0.002927457830044573,False,accuracy,wilcoxon,holm
30,hfl_static,mozaffari2016,10,16.0,0.275390625,-0.005944963563872541,-0.41818181818181815,-0.015767174437806217,0.002202413739818031,False,accuracy,wilcoxon,holm
100,fedcs,hfl_no_reputation,10,16.0,0.275390625,0.005228852227416625,0.41818181818181815,-0.0010366052221748316,0.011627017215906907,False,accuracy,wilcoxon,holm
30,fedcs,flat_fl,10,16.0,0.275390625,-0.009163784547689069,-0.41818181818181815,-0.02181250168292533,0.0024859383598700865,False,accuracy,wilcoxon,holm
50,fedcs,mozaffari2016,10,16.0,0.275390625,0.008082160611878098,0.41818181818181815,-0.003071780533294629,0.01923711177533969,False,accuracy,wilcoxon,holm
100,fedcs,mozaffari2016,10,16.0,0.275390625,0.004267168945909239,0.41818181818181815,-0.0021715808411363786,0.010644535882675861,False,accuracy,wilcoxon,holm
50,fedcs,rep_cap,10,16.0,0.275390625,0.009440800253810323,0.41818181818181815,-0.005278163856866646,0.023899288572159606,False,accuracy,wilcoxon,holm
50,hfl_static,rep_cap,10,16.0,0.275390625,-0.011797299392383453,-0.41818181818181815,-0.02809924222233178,0.004684681017511356,False,accuracy,wilcoxon,holm
30,alzenad2017,oort,10,16.0,0.275390625,-0.008008711022693515,-0.41818181818181815,-0.021502919296995635,0.006361106299159579,False,accuracy,wilcoxon,holm
200,alzenad2017,proposed_hfl,10,16.0,0.275390625,0.003543933732732529,0.41818181818181815,-0.0012793317126829015,0.008458618602161313,False,accuracy,wilcoxon,holm
50,hfl_static,oort,10,16.0,0.275390625,-0.009282147298167088,-0.41818181818181815,-0.025472137755732985,0.005633636424737698,False,accuracy,wilcoxon,holm
100,flat_fl,hfl_static,10,17.0,0.322265625,-0.0041499729644397295,-0.38181818181818183,-0.010738696802062206,0.0038023260620610897,False,accuracy,wilcoxon,holm
30,hfl_static,proposed_hfl,10,17.0,0.322265625,-0.009796942747987657,-0.38181818181818183,-0.022269219935898386,0.00247902079457044,False,accuracy,wilcoxon,holm
200,power_of_choice,rep_cap,10,17.0,0.322265625,0.0018870519907902116,0.38181818181818183,-0.0025713995626488262,0.006051524896761646,False,accuracy,wilcoxon,holm
200,hfl_static,proposed_hfl,10,17.0,0.322265625,0.0017945795676316822,0.38181818181818183,-0.0033386685264417443,0.006057673962387015,False,accuracy,wilcoxon,holm
30,flat_fl,power_of_choice,10,17.0,0.322265625,0.004693813400836222,0.38181818181818183,-0.008375596916707261,0.01586796081584298,False,accuracy,wilcoxon,holm
30,alzenad2017,hfl_no_reputation,10,17.0,0.322265625,-0.0030735413222910514,-0.38181818181818183,-0.009259767957482339,0.003776923723183157,False,accuracy,wilcoxon,holm
50,alzenad2017,hfl_no_selection,10,17.0,0.322265625,0.008469333136917712,0.38181818181818183,-0.007037970324716258,0.023955785908793072,False,accuracy,wilcoxon,holm
50,fair_mab,hfl_static,10,17.0,0.322265625,0.006120345539563121,0.38181818181818183,-0.007153989573037289,0.01827483579146492,False,accuracy,wilcoxon,holm
100,hfl_no_reputation,proposed_hfl,10,17.0,0.322265625,-0.005941653150344372,-0.38181818181818183,-0.013858290792900107,0.0016079168360068404,False,accuracy,wilcoxon,holm
200,hfl_no_reputation,power_of_choice,10,17.0,0.322265625,0.002539720680480184,0.38181818181818183,-0.0023554169369160148,0.007030527118399978,False,accuracy,wilcoxon,holm
30,alzenad2017,proposed_hfl,10,18.0,0.375,-0.0013336681272193007,-0.34545454545454546,-0.010045869025018184,0.009208568163250708,False,accuracy,wilcoxon,holm
100,mozaffari2016,proposed_hfl,10,18.0,0.375,-0.004979969868836987,-0.34545454545454546,-0.012939393807644885,0.0020111674098858058,False,accuracy,wilcoxon,holm
30,centralized,rep_cap,10,18.0,0.375,0.010567491219592495,0.34545454545454546,-0.006646269817783654,0.03013296100880427,False,accuracy,wilcoxon,holm
100,fair_mab,power_of_choice,10,18.0,0.375,0.0041406609993319245,0.34545454545454546,-0.0012165307819425933,0.010203822698001621,False,accuracy,wilcoxon,holm
200,fair_mab,mozaffari2016,10,18.0,0.375,0.002965142973032664,0.34545454545454546,-0.0026451648041269336,0.007823348332377857,False,accuracy,wilcoxon,holm
30,fedcs,hfl_no_reputation,10,18.0,0.375,-0.005561596765610255,-0.34545454545454546,-0.01835138015968065,0.006361075740661231,False,accuracy,wilcoxon,holm
30,hfl_static,rep_cap,10,18.0,0.375,-0.00942180869212197,-0.34545454545454546,-0.031273317877754045,0.011415661812101971,False,accuracy,wilcoxon,holm
200,alzenad2017,hfl_static,10,18.0,0.375,0.0017493541651008471,0.34545454545454546,-0.002200327024580768,0.0055479513973609165,False,accuracy,wilcoxon,holm
100,alzenad2017,hfl_no_selection,10,18.0,0.375,0.004879627085152183,0.34545454545454546,-0.0037105118052427853,0.013103674726789902,False,accuracy,wilcoxon,holm
100,hfl_static,mozaffari2016,10,19.0,0.431640625,-0.0019997694339017325,-0.3090909090909091,-0.006327341371181594,0.0029986881105347253,False,accuracy,wilcoxon,holm
50,hfl_static,power_of_choice,10,19.0,0.431640625,0.005618693046231827,0.3090909090909091,-0.012174828615482887,0.022852916161491793,False,accuracy,wilcoxon,holm
200,fair_mab,proposed_hfl,10,19.0,0.431640625,-0.0014835184668079648,-0.3090909090909091,-0.0057314564147690795,0.002951518544445519,False,accuracy,wilcoxon,holm
30,fair_mab,proposed_hfl,10,19.0,0.431640625,0.007426951040089414,0.3090909090909091,-0.008742170580366812,0.023987148009267416,False,accuracy,wilcoxon,holm
100,oort,power_of_choice,10,19.0,0.431640625,-0.0015703000285460123,-0.3090909090909091,-0.006063678619806026,0.0031925995454042963,False,accuracy,wilcoxon,holm
30,flat_fl,proposed_hfl,10,19.0,0.431640625,0.0053420609771505645,0.3090909090909091,-0.005360613952606776,0.01587898986827364,False,accuracy,wilcoxon,holm
50,alzenad2017,hfl_static,10,19.0,0.431640625,0.005357448160611089,0.3090909090909091,-0.00538784663642892,0.01812024344621283,False,accuracy,wilcoxon,holm
30,alzenad2017,hfl_no_selection,10,19.0,0.431640625,0.00810715411834212,0.3090909090909091,-0.006865044420571918,0.025933994451221007,False,accuracy,wilcoxon,holm
50,flat_fl,power_of_choice,10,19.0,0.431640625,0.005678461669325141,0.3090909090909091,-0.0076184780505071555,0.018987603826574585,False,accuracy,wilcoxon,holm
30,hfl_static,power_of_choice,10,19.0,0.431640625,-0.010445190324302,-0.3090909090909091,-0.030718581923363932,0.0067711834693189865,False,accuracy,wilcoxon,holm
30,hfl_no_selection,rep_cap,10,19.0,0.431640625,-0.00906568818969573,-0.3090909090909091,-0.03099776682318746,0.01317420538022722,False,accuracy,wilcoxon,holm
30,centralized,flat_fl,10,19.0,0.431640625,0.004850296186576242,0.3090909090909091,-0.0018234819211460926,0.01232711138036701,False,accuracy,wilcoxon,holm
50,fair_mab,rep_cap,10,20.0,0.4921875,-0.005676953852820332,-0.2727272727272727,-0.021680715612662174,0.01069389057552039,False,accuracy,wilcoxon,holm
200,fair_mab,hfl_no_reputation,10,20.0,0.4921875,0.002652633097562462,0.2727272727272727,-0.002670624594467375,0.00854487397466255,False,accuracy,wilcoxon,holm
30,fair_mab,power_of_choice,10,20.0,0.4921875,0.006778703463775071,0.2727272727272727,-0.011831239076887186,0.02523442539304985,False,accuracy,wilcoxon,holm
50,alzenad2017,rep_cap,10,20.0,0.4921875,-0.006439851231772364,-0.2727272727272727,-0.022206717218417275,0.009236955621155361,False,accuracy,wilcoxon,holm
30,hfl_no_selection,power_of_choice,10,20.0,0.4921875,-0.010089069821875763,-0.2727272727272727,-0.029208534550931507,0.00795543227152865,False,accuracy,wilcoxon,holm
100,hfl_no_selection,hfl_static,10,20.0,0.4921875,0.0022605148379554853,0.2727272727272727,-0.00458303735319467,0.008449101989741739,False,accuracy,wilcoxon,holm
30,fedcs,rep_cap,10,20.0,0.4921875,-0.0034465895146728156,-0.2727272727272727,-0.02153305982187303,0.016403464975928324,False,accuracy,wilcoxon,holm
30,oort,proposed_hfl,10,20.0,0.4921875,0.006675042895474215,0.2727272727272727,-0.009760202123601352,0.0229499558664613,False,accuracy,wilcoxon,holm
100,fedcs,hfl_no_selection,10,21.0,0.556640625,0.004006423541855486,0.23636363636363636,-0.004267175736905436,0.012915516898196373,False,accuracy,wilcoxon,holm
200,oort,power_of_choice,10,21.0,0.556640625,0.0011805483567951859,0.23636363636363636,-0.003050595428232454,0.005462935469685278,False,accuracy,wilcoxon,holm
30,mozaffari2016,proposed_hfl,10,21.0,0.556640625,-0.0038519791841151174,-0.23636363636363636,-0.011758955732806182,0.003664813610481113,False,accuracy,wilcoxon,holm
50,hfl_no_reputation,mozaffari2016,10,21.0,0.556640625,-0.0026039728649638215,-0.23636363636363636,-0.008494618877167485,0.0034004894464501876,False,accuracy,wilcoxon,holm
50,fair_mab,hfl_no_selection,10,21.0,0.556640625,0.009232230515869744,0.23636363636363636,-0.007849517866448448,0.026881595926162564,False,accuracy,wilcoxon,holm
30,fair_mab,hfl_no_reputation,10,21.0,0.556640625,0.005687077845017663,0.23636363636363636,-0.00885668731891174,0.01898984225476107,False,accuracy,wilcoxon,holm
50,fair_mab,hfl_no_reputation,10,21.0,0.556640625,-0.004431620629788735,-0.23636363636363636,-0.016492971359865244,0.007834693930013889,False,accuracy,wilcoxon,holm
30,fair_mab,rep_cap,10,21.0,0.556640625,0.007802085095955103,0.23636363636363636,-0.013287286950703673,0.029473488877333524,False,accuracy,wilcoxon,holm
100,power_of_choice,rep_cap,10,21.0,0.556640625,-0.004346658161199302,-0.23636363636363636,-0.013056057707176643,0.0037241357137357376,False,accuracy,wilcoxon,holm
100,hfl_no_selection,proposed_hfl,10,21.0,0.556640625,-0.004719224464783234,-0.23636363636363636,-0.013828272245045601,0.0033765364766475225,False,accuracy,wilcoxon,holm
50,alzenad2017,hfl_no_reputation,10,21.0,0.556640625,-0.005194518008740767,-0.23636363636363636,-0.016059473091666436,0.004987270241457583,False,accuracy,wilcoxon,holm
30,mozaffari2016,rep_cap,10,22.0,0.625,-0.0034768451282494285,-0.2,-0.023231102697764724,0.016494986377668663,False,accuracy,wilcoxon,holm
30,hfl_no_selection,mozaffari2016,10,22.0,0.625,-0.0055888430614463025,-0.2,-0.019731442283295597,0.007990321188756401,False,accuracy,wilcoxon,holm
30,fedcs,hfl_no_selection,10,22.0,0.625,0.0056190986750229155,0.2,-0.011914027747209085,0.02282979416953402,False,accuracy,wilcoxon,holm
50,fair_mab,proposed_hfl,10,22.0,0.625,-0.0043319091634589245,-0.2,-0.014889253131579289,0.005150623718676484,False,accuracy,wilcoxon,holm
30,hfl_no_reputation,oort,10,22.0,0.625,-0.004935169700402464,-0.2,-0.01760209038681396,0.009421202037859983,False,accuracy,wilcoxon,holm
30,flat_fl,rep_cap,10,22.0,0.625,0.005717195033016253,0.2,-0.009015833463900395,0.02055419762076355,False,accuracy,wilcoxon,holm
50,alzenad2017,oort,10,22.0,0.625,-0.003924699137555998,-0.2,-0.016771380442513584,0.007655880124459036,False,accuracy,wilcoxon,holm
50,hfl_no_selection,hfl_static,10,22.0,0.625,-0.0031118849763066224,-0.2,-0.015210086944155597,0.008712660404202354,False,accuracy,wilcoxon,holm
200,hfl_no_selection,rep_cap,10,23.0,0.6953125,-0.0016020599550056525,-0.16363636363636364,-0.008725130429355788,0.006503483046799803,False,accuracy,wilcoxon,holm
30,fair_mab,flat_fl,10,23.0,0.6953125,0.002084890062938849,0.16363636363636364,-0.011480543491461088,0.01514905734620984,False,accuracy,wilcoxon,holm
30,fedcs,power_of_choice,10,23.0,0.6953125,-0.004469971146852847,-0.16363636363636364,-0.018992721814985965,0.010020678297651174,False,accuracy,wilcoxon,holm
30,centralized,oort,10,23.0,0.6953125,0.0035173142682525917,0.16363636363636364,-0.007899746862846316,0.01555796812543253,False,accuracy,wilcoxon,holm
50,centralized,fedcs,10,23.0,0.6953125,0.0013626199832330599,0.16363636363636364,-0.009530173500980187,0.011356191538294471,False,accuracy,wilcoxon,holm
50,hfl_no_reputation,proposed_hfl,10,23.0,0.6953125,9.971146632981043e-05,-0.16363636363636364,-0.007155439838594426,0.008296645749426023,False,accuracy,wilcoxon,holm
200,alzenad2017,flat_fl,10,23.0,0.6953125,-0.001590662005946275,-0.16363636363636364,-0.006677725374385069,0.0035142515461588602,False,accuracy,wilcoxon,holm
200,mozaffari2016,oort,10,23.0,0.6953125,0.0010466624482147967,-0.16363636363636364,-0.004580325745926529,0.008555870748499356,False,accuracy,wilcoxon,holm
30,alzenad2017,mozaffari2016,10,24.0,0.76953125,0.0025183110568958167,0.12727272727272726,-0.005906453468630998,0.01153322066400411,False,accuracy,wilcoxon,holm
100,flat_fl,rep_cap,10,24.0,0.76953125,0.00133553857611457,0.12727272727272726,-0.0033250068255081798,0.005912555881510602,False,accuracy,wilcoxon,holm
100,alzenad2017,proposed_hfl,10,24.0,0.76953125,0.00016040262036894903,-0.12727272727272726,-0.006885237414585501,0.007913326423664113,False,accuracy,wilcoxon,holm
30,hfl_no_reputation,proposed_hfl,10,24.0,0.76953125,0.0017398731950717505,0.12727272727272726,-0.006967841324809768,0.010134562492182158,False,accuracy,wilcoxon,holm
50,mozaffari2016,oort,10,24.0,0.76953125,0.0038737917361485906,0.12727272727272726,-0.005369561419757486,0.013464297082709213,False,accuracy,wilcoxon,holm
50,flat_fl,hfl_no_selection,10,24.0,0.76953125,0.003171653599399937,0.12727272727272726,-0.010484760447334807,0.01772540987062799,False,accuracy,wilcoxon,holm
30,mozaffari2016,power_of_choice,10,24.0,0.76953125,-0.00450022676042946,0.12727272727272726,-0.023629073214280958,0.011421552083658368,False,accuracy,wilcoxon,holm
30,oort,rep_cap,10,24.0,0.76953125,0.007050176951339904,0.12727272727272726,-0.01571447175571499,0.030792705176059663,False,accuracy,wilcoxon,holm
100,fedcs,proposed_hfl,10,24.0,0.76953125,-0.0007128009229277477,-0.12727272727272726,-0.0065395174230785105,0.005106099534134066,False,accuracy,wilcoxon,holm
30,fedcs,mozaffari2016,10,24.0,0.76953125,3.0255613576612994e-05,0.12727272727272726,-0.016367464379496956,0.016511313925954625,False,accuracy,wilcoxon,holm
30,flat_fl,oort,10,25.0,0.845703125,-0.0013329819183236502,-0.09090909090909091,-0.013359508249747269,0.010745617681246995,False,accuracy,wilcoxon,holm
50,oort,rep_cap,10,25.0,0.845703125,-0.002515152094216366,0.09090909090909091,-0.01935281306910478,0.011910006294532871,False,accuracy,wilcoxon,holm
50,fair_mab,oort,10,25.0,0.845703125,-0.0031618017586039658,-0.09090909090909091,-0.016359226825285608,0.009776077064836365,False,accuracy,wilcoxon,holm
30,fair_mab,oort,10,25.0,0.845703125,0.0007519081446151987,0.09090909090909091,-0.009631552323888602,0.010468357754867411,False,accuracy,wilcoxon,holm
100,fair_mab,flat_fl,10,25.0,0.845703125,-0.0015415357379819472,-0.09090909090909091,-0.007287372656053693,0.004080702823675944,False,accuracy,wilcoxon,holm
100,hfl_no_reputation,hfl_no_selection,10,25.0,0.845703125,-0.001222428685561139,-0.09090909090909091,-0.008517600078971257,0.005269080495490019,False,accuracy,wilcoxon,holm
30,flat_fl,hfl_no_reputation,10,25.0,0.845703125,0.003602187782078814,0.09090909090909091,-0.007011886054199517,0.0158793301522031,False,accuracy,wilcoxon,holm
30,fedcs,proposed_hfl,10,25.0,0.845703125,-0.0038217235705385044,-0.09090909090909091,-0.018245833128834887,0.009368613772447697,False,accuracy,wilcoxon,holm
30,alzenad2017,rep_cap,10,25.0,0.845703125,-0.0009585340713536116,-0.09090909090909091,-0.019189938432337555,0.017995728060386407,False,accuracy,wilcoxon,holm
50,mozaffari2016,proposed_hfl,10,25.0,0.845703125,0.002703684331293632,0.09090909090909091,-0.0037065591753833132,0.011306824595298139,False,accuracy,wilcoxon,holm
30,oort,power_of_choice,10,25.0,0.845703125,0.006026795319159872,0.09090909090909091,-0.014246952530296102,0.025587021180454316,False,accuracy,wilcoxon,holm
30,alzenad2017,fedcs,10,25.0,0.845703125,0.0024880554433192037,0.09090909090909091,-0.01070607690182293,0.015617382309306163,False,accuracy,wilcoxon,holm
30,proposed_hfl,rep_cap,10,25.0,0.845703125,0.00037513405586568903,-0.09090909090909091,-0.018710358599667045,0.02205863610748495,False,accuracy,wilcoxon,holm
50,proposed_hfl,rep_cap,10,25.0,0.845703125,-0.0013450446893614077,-0.09090909090909091,-0.01228881570305733,0.009484241737657302,False,accuracy,wilcoxon,holm
30,centralized,fair_mab,10,25.0,0.845703125,0.0027654061236373926,0.09090909090909091,-0.008822339145745211,0.015392246965986843,False,accuracy,wilcoxon,holm
100,alzenad2017,fedcs,10,25.0,0.845703125,0.0008732035432966967,0.09090909090909091,-0.004665842449415201,0.0067428772968870536,False,accuracy,wilcoxon,holm
50,mozaffari2016,rep_cap,10,26.0,0.921875,0.0013586396419322244,0.05454545454545454,-0.011845660801200033,0.013931903473036628,False,accuracy,wilcoxon,holm
50,oort,proposed_hfl,10,26.0,0.921875,-0.0011701074048549587,0.05454545454545454,-0.011757505838746074,0.00848815214171769,False,accuracy,wilcoxon,holm
30,hfl_no_selection,hfl_static,10,26.0,0.921875,0.00035612050242623817,0.05454545454545454,-0.01732989352422249,0.017757654771011766,False,accuracy,wilcoxon,holm
50,hfl_no_reputation,rep_cap,10,26.0,0.921875,-0.0012453332230315973,-0.05454545454545454,-0.010449101503639128,0.007608537370494533,False,accuracy,wilcoxon,holm
50,flat_fl,hfl_static,10,26.0,0.921875,5.9768623093314766e-05,-0.05454545454545454,-0.011684233238628917,0.01316684991248847,False,accuracy,wilcoxon,holm
100,fair_mab,rep_cap,10,26.0,0.921875,-0.00020599716186737728,-0.05454545454545454,-0.005741086259252317,0.005281870061862663,False,accuracy,wilcoxon,holm
100,hfl_no_selection,mozaffari2016,10,26.0,0.921875,0.0002607454040537527,0.05454545454545454,-0.004939599671450231,0.00537594643723151,False,accuracy,wilcoxon,holm
200,mozaffari2016,power_of_choice,10,26.0,0.921875,0.0022272108050099826,0.05454545454545454,-0.0012633554624756694,0.006820042531575842,False,accuracy,wilcoxon,holm
100,hfl_no_reputation,mozaffari2016,10,26.0,0.921875,-0.0009616832815073862,0.05454545454545454,-0.008106818932651453,0.005697212404275553,False,accuracy,wilcoxon,holm
50,hfl_no_reputation,oort,10,26.0,0.921875,0.001269818871184769,0.05454545454545454,-0.008452692188762554,0.01161275996754046,False,accuracy,wilcoxon,holm
100,hfl_no_reputation,hfl_static,10,26.0,0.921875,0.0010380861523943464,0.05454545454545454,-0.005922535990966395,0.008155257760026527,False,accuracy,wilcoxon,holm
30,power_of_choice,rep_cap,10,26.0,0.921875,0.0010233816321800315,0.05454545454545454,-0.00718063189655614,0.009277545489311144,False,accuracy,wilcoxon,holm
200,hfl_no_reputation,mozaffari2016,10,27.0,1.0,0.0003125098754702016,-0.01818181818181818,-0.003427654947152613,0.004149374175565358,False,accuracy,wilcoxon,holm
30,hfl_no_reputation,power_of_choice,10,27.0,1.0,0.001091625618757408,0.01818181818181818,-0.0176461538347731,0.017683566975175136,False,accuracy,wilcoxon,holm
30,hfl_no_reputation,rep_cap,10,27.0,1.0,0.0021150072509374396,-0.01818181818181818,-0.0173768619300124,0.02232403435953564,False,accuracy,wilcoxon,holm
30,alzenad2017,power_of_choice,10,27.0,1.0,-0.001981915703533643,0.01818181818181818,-0.01999059204374216,0.014341539295519458,False,accuracy,wilcoxon,holm
30,power_of_choice,proposed_hfl,10,27.0,1.0,0.0006482475763143425,-0.01818181818181818,-0.016154543647686776,0.018057100632077185,False,accuracy,wilcoxon,holm
30,fedcs,hfl_static,10,27.0,1.0,0.005975219177449154,0.01818181818181818,-0.006319456702879816,0.022197346808438503,False,accuracy,wilcoxon,holm
200,hfl_no_reputation,oort,10,27.0,1.0,0.0013591723236849984,0.01818181818181818,-0.004471203312971559,0.007900934572108864,False,accuracy,wilcoxon,holm
50,hfl_no_selection,power_of_choice,10,27.0,1.0,0.0025068080699252038,0.01818181818181818,-0.01563009144610461,0.021383062211481035,False,accuracy,wilcoxon,holm
50,alzenad2017,fair_mab,10,27.0,1.0,-0.0007628973789520321,0.01818181818181818,-0.008605154087476549,0.007031274711635415,False,accuracy,wilcoxon,holm
