N,method_a,method_b,n_pairs,statistic,p_value,mean_diff,significant,metric,test,correction
200,alzenad2017,mozaffari2016,10,13.0,0.16015625,0.015285491554677132,False,macro_f1,wilcoxon,holm
30,hfl_static,mozaffari2016,10,14.0,0.193359375,-0.01651821958858397,False,macro_f1,wilcoxon,holm
30,hfl_static,proposed_hfl,10,14.0,0.193359375,-0.020239701938213818,False,macro_f1,wilcoxon,holm
30,oort,power_of_choice,10,14.0,0.193359375,-0.01659502376201565,False,macro_f1,wilcoxon,holm
200,oort,power_of_choice,10,14.0,0.193359375,0.007338885185275784,False,macro_f1,wilcoxon,holm
30,fedcs,flat_fl,10,15.0,0.232421875,0.012315772842242867,False,macro_f1,wilcoxon,holm
200,fair_mab,power_of_choice,10,15.0,0.232421875,0.008725749465814264,False,macro_f1,wilcoxon,holm
200,fair_mab,hfl_no_reputation,10,15.0,0.232421875,-0.009541522395135666,False,macro_f1,wilcoxon,holm
50,oort,power_of_choice,10,16.0,0.275390625,-0.0165971597786057,False,macro_f1,wilcoxon,holm
200,hfl_no_reputation,oort,10,16.0,0.275390625,0.010928386675674145,False,macro_f1,wilcoxon,holm
50,alzenad2017,proposed_hfl,10,17.0,0.322265625,-0.015284914239981818,False,macro_f1,wilcoxon,holm
50,oort,rep_cap,10,17.0,0.322265625,0.016447632782670845,False,macro_f1,wilcoxon,holm
200,hfl_static,mozaffari2016,10,17.0,0.322265625,0.009673103741810957,False,macro_f1,wilcoxon,holm
50,alzenad2017,hfl_no_reputation,10,18.0,0.375,-0.016468738838349917,False,macro_f1,wilcoxon,holm
30,fedcs,hfl_no_selection,10,18.0,0.375,-0.009926882834666351,False,macro_f1,wilcoxon,holm
100,oort,power_of_choice,10,19.0,0.431640625,-0.006137172137054381,False,macro_f1,wilcoxon,holm
200,mozaffari2016,oort,10,19.0,0.431640625,0.0049678726881997315,False,macro_f1,wilcoxon,holm
200,hfl_no_reputation,mozaffari2016,10,19.0,0.431640625,0.005960513987474414,False,macro_f1,wilcoxon,holm
30,oort,rep_cap,10,19.0,0.431640625,-0.019024859255894096,False,macro_f1,wilcoxon,holm
200,alzenad2017,hfl_no_reputation,10,19.0,0.431640625,0.009324977567202719,False,macro_f1,wilcoxon,holm
30,hfl_no_reputation,mozaffari2016,10,20.0,0.4921875,0.0004514849867134463,False,macro_f1,wilcoxon,holm
100,hfl_no_reputation,mozaffari2016,10,20.0,0.4921875,0.0045354319046901235,False,macro_f1,wilcoxon,holm
50,fair_mab,power_of_choice,10,20.0,0.4921875,-0.018405981898961914,False,macro_f1,wilcoxon,holm
200,alzenad2017,hfl_static,10,20.0,0.4921875,0.005612387812866176,False,macro_f1,wilcoxon,holm
30,alzenad2017,mozaffari2016,10,20.0,0.4921875,0.006973587342637022,False,macro_f1,wilcoxon,holm
50,mozaffari2016,proposed_hfl,10,21.0,0.556640625,0.003954347264070901,False,macro_f1,wilcoxon,holm
100,fedcs,rep_cap,10,21.0,0.556640625,0.005582768813152556,False,macro_f1,wilcoxon,holm
50,alzenad2017,hfl_static,10,21.0,0.556640625,0.005348121748214718,False,macro_f1,wilcoxon,holm
100,fair_mab,hfl_no_selection,10,21.0,0.556640625,0.0012185258225701212,False,macro_f1,wilcoxon,holm
200,fedcs,hfl_no_selection,10,21.0,0.556640625,-0.0071073129164824335,False,macro_f1,wilcoxon,holm
30,fair_mab,oort,10,21.0,0.556640625,0.019734308674810012,False,macro_f1,wilcoxon,holm
200,hfl_no_reputation,proposed_hfl,10,21.0,0.556640625,-0.005659520013869967,False,macro_f1,wilcoxon,holm
50,fair_mab,rep_cap,10,22.0,0.625,0.014638810662314632,False,macro_f1,wilcoxon,holm
200,power_of_choice,rep_cap,10,22.0,0.625,0.00458687096896826,False,macro_f1,wilcoxon,holm
100,hfl_no_selection,rep_cap,10,22.0,0.625,0.004374297722964965,False,macro_f1,wilcoxon,holm
200,alzenad2017,proposed_hfl,10,22.0,0.625,0.0036654575533327516,False,macro_f1,wilcoxon,holm
30,hfl_no_reputation,proposed_hfl,10,23.0,0.6953125,-0.0032699973629163994,False,macro_f1,wilcoxon,holm
30,mozaffari2016,proposed_hfl,10,23.0,0.6953125,-0.0037214823496298454,False,macro_f1,wilcoxon,holm
100,alzenad2017,proposed_hfl,10,24.0,0.76953125,0.005803821804173959,False,macro_f1,wilcoxon,holm
200,hfl_static,proposed_hfl,10,24.0,0.76953125,-0.0019469302595334248,False,macro_f1,wilcoxon,holm
200,fair_mab,mozaffari2016,10,24.0,0.76953125,-0.0035810084076612512,False,macro_f1,wilcoxon,holm
100,hfl_no_reputation,proposed_hfl,10,24.0,0.76953125,-0.010307126436772762,False,macro_f1,wilcoxon,holm
200,hfl_no_reputation,hfl_static,10,24.0,0.76953125,-0.0037125897543365425,False,macro_f1,wilcoxon,holm
100,hfl_no_reputation,hfl_static,10,24.0,0.76953125,0.005153790911283857,False,macro_f1,wilcoxon,holm
50,hfl_no_reputation,proposed_hfl,10,24.0,0.76953125,0.0011838245983680994,False,macro_f1,wilcoxon,holm
100,fedcs,hfl_no_selection,10,24.0,0.76953125,0.0012084710901875905,False,macro_f1,wilcoxon,holm
100,fair_mab,rep_cap,10,25.0,0.845703125,0.005592823545535086,False,macro_f1,wilcoxon,holm
200,fair_mab,oort,10,25.0,0.845703125,0.00138686428053848,False,macro_f1,wilcoxon,holm
30,fair_mab,power_of_choice,10,25.0,0.845703125,0.0031392849127943657,False,macro_f1,wilcoxon,holm
30,power_of_choice,rep_cap,10,26.0,0.921875,-0.002429835493878446,False,macro_f1,wilcoxon,holm
100,hfl_static,mozaffari2016,10,26.0,0.921875,-0.0006183590065937328,False,macro_f1,wilcoxon,holm
100,fair_mab,fedcs,10,26.0,0.921875,1.005473238253063e-05,False,macro_f1,wilcoxon,holm
50,fair_mab,oort,10,26.0,0.921875,-0.0018088221203562127,False,macro_f1,wilcoxon,holm
50,fedcs,hfl_no_selection,10,26.0,0.921875,0.0036702636584126703,False,macro_f1,wilcoxon,holm
30,alzenad2017,proposed_hfl,10,27.0,1.0,0.0032521049930071765,False,macro_f1,wilcoxon,holm
50,hfl_no_reputation,mozaffari2016,10,27.0,1.0,-0.0027705226657028016,False,macro_f1,wilcoxon,holm
30,fair_mab,rep_cap,10,27.0,1.0,0.0007094494189159195,False,macro_f1,wilcoxon,holm
30,alzenad2017,hfl_no_reputation,10,27.0,1.0,0.0065221023559235754,False,macro_f1,wilcoxon,holm
