R_comm,method_a,method_b,n_pairs,statistic,p_value,mean_diff,effect_size,ci_low,ci_high,significant,correction_scope,reference,metric,test,correction
500.0,mclp_place,cap_kmeans_place,10,24.0,0.76953125,0.018399236444088005,0.12727272727272726,-0.042062976509620285,0.08602620636238273,False,group,mclp_place,macro_f1,wilcoxon,holm
1000.0,mclp_place,centroid_place,10,24.0,0.76953125,0.002533969367819089,0.12727272727272726,-0.033354159766037395,0.03499905200825526,False,group,mclp_place,macro_f1,wilcoxon,holm
3000.0,mclp_place,spiral_place,10,24.0,0.76953125,0.002709511654439195,0.12727272727272726,-0.026593830675044432,0.029465270334754958,False,group,mclp_place,macro_f1,wilcoxon,holm
2000.0,mclp_place,spiral_place,10,24.0,0.76953125,0.003470861635281508,0.12727272727272726,-0.01998102866153555,0.027893087576378487,False,group,mclp_place,macro_f1,wilcoxon,holm
4000.0,mclp_place,de_place,10,24.0,0.76953125,0.011299594110190159,0.12727272727272726,-0.015808620493738712,0.040881048733782066,False,group,mclp_place,macro_f1,wilcoxon,holm
5000.0,mclp_place,ga_place,10,25.0,0.845703125,0.004059451171640904,0.09090909090909091,-0.029173056477224273,0.03557811534978137,False,group,mclp_place,macro_f1,wilcoxon,holm
1000.0,mclp_place,moon2022,10,25.0,0.845703125,-0.018097578567977203,-0.09090909090909091,-0.06992457737344855,0.024128438152020995,False,group,mclp_place,macro_f1,wilcoxon,holm
1000.0,mclp_place,cap_kmeans_place,10,25.0,0.845703125,-0.0033811759894775057,0.09090909090909091,-0.053654128100762775,0.04023424294181845,False,group,mclp_place,macro_f1,wilcoxon,holm
4000.0,mclp_place,spiral_place,10,25.0,0.845703125,-0.006448997657197725,-0.09090909090909091,-0.03553071051281004,0.019198037629379012,False,group,mclp_place,macro_f1,wilcoxon,holm
500.0,mclp_place,mozaffari2016,10,26.0,0.921875,-0.01082842037556318,-0.05454545454545454,-0.049680464013536256,0.0259130173954229,False,group,mclp_place,macro_f1,wilcoxon,holm
4000.0,mclp_place,proposed_hfl,10,26.0,0.921875,0.004554799192072728,-0.05454545454545454,-0.020418090365228757,0.028488818979535462,False,group,mclp_place,macro_f1,wilcoxon,holm
3000.0,mclp_place,centroid_place,10,26.0,0.921875,0.002481867762269574,0.05454545454545454,-0.015417969756907228,0.022728960746151012,False,group,mclp_place,macro_f1,wilcoxon,holm
4000.0,mclp_place,hfl_static,10,27.0,1.0,-0.00489538605995885,0.01818181818181818,-0.031394563039623055,0.016922139075006393,False,group,mclp_place,macro_f1,wilcoxon,holm
4000.0,mclp_place,ga_place,10,27.0,1.0,0.00674806811928233,0.01818181818181818,-0.01822226005477605,0.031106304507263247,False,group,mclp_place,macro_f1,wilcoxon,holm
4000.0,mclp_place,centroid_place,10,27.0,1.0,0.0008006548267643077,0.01818181818181818,-0.023239977797340123,0.02392630638702213,False,group,mclp_place,macro_f1,wilcoxon,holm
